CALENDAR_YEAR,LOCATION_ID,AGE_GROUP_PUBLIC,COUNTY,EXPERIENCING_HOMELESSNESS_CNT,geo_point
2023,All,Under 18,California,71716,NULL
2023,All,Unknown,California,6980,NULL
2023,CA-500,18-24,Santa Clara,1201,"37.2324840341, -121.696278854"
2023,CA-500,25-34,Santa Clara,2410,"37.2324840341, -121.696278854"
2023,CA-500,35-44,Santa Clara,2607,"37.2324840341, -121.696278854"
2023,CA-500,45-54,Santa Clara,1967,"37.2324840341, -121.696278854"
2023,CA-500,55-64,Santa Clara,1911,"37.2324840341, -121.696278854"
2023,CA-500,65+,Santa Clara,907,"37.2324840341, -121.696278854"
2023,CA-500,Invalid,Santa Clara,NULL,"37.2324840341, -121.696278854"
2023,CA-500,Under 18,Santa Clara,4546,"37.2324840341, -121.696278854"
2023,CA-500,Unknown,Santa Clara,NULL,"37.2324840341, -121.696278854"
2023,CA-501,18-24,San Francisco,2099,"37.7597150131, -122.693975573"
2023,CA-501,25-34,San Francisco,4061,"37.7597150131, -122.693975573"
2023,CA-501,35-44,San Francisco,3967,"37.7597150131, -122.693975573"
2023,CA-501,45-54,San Francisco,2750,"37.7597150131, -122.693975573"
2023,CA-501,55-64,San Francisco,2116,"37.7597150131, -122.693975573"
2023,CA-501,65+,San Francisco,919,"37.7597150131, -122.693975573"
2023,CA-501,Invalid,San Francisco,NULL,"37.7597150131, -122.693975573"
2023,CA-501,Under 18,San Francisco,4247,"37.7597150131, -122.693975573"
2023,CA-501,Unknown,San Francisco,49,"37.7597150131, -122.693975573"
2023,CA-502,18-24,Alameda,1129,"37.6504930265, -121.917998966"
2023,CA-502,25-34,Alameda,2511,"37.6504930265, -121.917998966"
2023,CA-502,35-44,Alameda,2439,"37.6504930265, -121.917998966"
2023,CA-502,45-54,Alameda,2124,"37.6504930265, -121.917998966"
2023,CA-502,55-64,Alameda,2157,"37.6504930265, -121.917998966"
2023,CA-502,65+,Alameda,983,"37.6504930265, -121.917998966"
2023,CA-502,Invalid,Alameda,NULL,"37.6504930265, -121.917998966"
2023,CA-502,Under 18,Alameda,2309,"37.6504930265, -121.917998966"
2023,CA-502,Unknown,Alameda,NULL,"37.6504930265, -121.917998966"
2023,CA-503,18-24,Sacramento,1291,"38.4493208547, -121.344253814"
2023,CA-503,25-34,Sacramento,1770,"38.4493208547, -121.344253814"
2023,CA-503,35-44,Sacramento,1919,"38.4493208547, -121.344253814"
2023,CA-503,45-54,Sacramento,1577,"38.4493208547, -121.344253814"
2023,CA-503,55-64,Sacramento,1610,"38.4493208547, -121.344253814"
2023,CA-503,65+,Sacramento,781,"38.4493208547, -121.344253814"
2023,CA-503,Invalid,Sacramento,NULL,"38.4493208547, -121.344253814"
2023,CA-503,Under 18,Sacramento,4261,"38.4493208547, -121.344253814"
2023,CA-503,Unknown,Sacramento,13,"38.4493208547, -121.344253814"
2023,CA-504,18-24,Sonoma,286,"38.525292575, -122.922544658"
2023,CA-504,25-34,Sonoma,417,"38.525292575, -122.922544658"
2023,CA-504,35-44,Sonoma,576,"38.525292575, -122.922544658"
2023,CA-504,45-54,Sonoma,530,"38.525292575, -122.922544658"
2023,CA-504,55-64,Sonoma,545,"38.525292575, -122.922544658"
2023,CA-504,65+,Sonoma,314,"38.525292575, -122.922544658"
2023,CA-504,Invalid,Sonoma,NULL,"38.525292575, -122.922544658"
2023,CA-504,Under 18,Sonoma,635,"38.525292575, -122.922544658"
2023,CA-504,Unknown,Sonoma,NULL,"38.525292575, -122.922544658"
2023,CA-505,18-24,Contra Costa,616,"37.9233794475, -121.951073113"
2023,CA-505,25-34,Contra Costa,1277,"37.9233794475, -121.951073113"
2023,CA-505,35-44,Contra Costa,1448,"37.9233794475, -121.951073113"
2023,CA-505,45-54,Contra Costa,1271,"37.9233794475, -121.951073113"
2023,CA-505,55-64,Contra Costa,1283,"37.9233794475, -121.951073113"
2023,CA-505,65+,Contra Costa,587,"37.9233794475, -121.951073113"
2023,CA-505,Under 18,Contra Costa,1527,"37.9233794475, -121.951073113"
2023,CA-506,18-24,"Monterey, San Benito Counties",312,NULL
2023,CA-506,25-34,"Monterey, San Benito Counties",491,NULL
2023,CA-506,35-44,"Monterey, San Benito Counties",565,NULL
2023,CA-506,45-54,"Monterey, San Benito Counties",383,NULL
2023,CA-506,55-64,"Monterey, San Benito Counties",370,NULL
2023,CA-506,65+,"Monterey, San Benito Counties",225,NULL
2023,CA-506,Invalid,"Monterey, San Benito Counties",NULL,NULL
2023,CA-506,Under 18,"Monterey, San Benito Counties",749,NULL
2023,CA-506,Unknown,"Monterey, San Benito Counties",NULL,NULL
2023,CA-507,18-24,Marin,105,"38.05518334, -122.748858563"
2023,CA-507,25-34,Marin,277,"38.05518334, -122.748858563"
2023,CA-507,35-44,Marin,312,"38.05518334, -122.748858563"
2023,CA-507,45-54,Marin,248,"38.05518334, -122.748858563"
2023,CA-507,55-64,Marin,307,"38.05518334, -122.748858563"
2023,CA-507,65+,Marin,191,"38.05518334, -122.748858563"
2023,CA-507,Under 18,Marin,450,"38.05518334, -122.748858563"
2023,CA-507,Unknown,Marin,24,"38.05518334, -122.748858563"
2023,CA-508,18-24,Santa Cruz,122,"37.0216059108, -122.009787403"
2023,CA-508,25-34,Santa Cruz,271,"37.0216059108, -122.009787403"
2023,CA-508,35-44,Santa Cruz,310,"37.0216059108, -122.009787403"
2023,CA-508,45-54,Santa Cruz,231,"37.0216059108, -122.009787403"
2023,CA-508,55-64,Santa Cruz,270,"37.0216059108, -122.009787403"
2023,CA-508,65+,Santa Cruz,206,"37.0216059108, -122.009787403"
2023,CA-508,Invalid,Santa Cruz,NULL,"37.0216059108, -122.009787403"
2023,CA-508,Under 18,Santa Cruz,547,"37.0216059108, -122.009787403"
2023,CA-508,Unknown,Santa Cruz,NULL,"37.0216059108, -122.009787403"
2023,CA-509,18-24,Mendocino,74,"39.4336238198, -123.431553907"
2023,CA-509,25-34,Mendocino,232,"39.4336238198, -123.431553907"
2023,CA-509,35-44,Mendocino,261,"39.4336238198, -123.431553907"
2023,CA-509,45-54,Mendocino,216,"39.4336238198, -123.431553907"
2023,CA-509,55-64,Mendocino,180,"39.4336238198, -123.431553907"
2023,CA-509,65+,Mendocino,114,"39.4336238198, -123.431553907"
2023,CA-509,Under 18,Mendocino,315,"39.4336238198, -123.431553907"
2023,CA-509,Unknown,Mendocino,NULL,"39.4336238198, -123.431553907"
2023,CA-510,18-24,Stanislaus,564,"37.5591374435, -120.997682895"
2023,CA-510,25-34,Stanislaus,999,"37.5591374435, -120.997682895"
2023,CA-510,35-44,Stanislaus,1127,"37.5591374435, -120.997682895"
2023,CA-510,45-54,Stanislaus,900,"37.5591374435, -120.997682895"
2023,CA-510,55-64,Stanislaus,865,"37.5591374435, -120.997682895"
2023,CA-510,65+,Stanislaus,322,"37.5591374435, -120.997682895"
2023,CA-510,Under 18,Stanislaus,1653,"37.5591374435, -120.997682895"
2023,CA-510,Unknown,Stanislaus,NULL,"37.5591374435, -120.997682895"
2023,CA-511,18-24,San Joaquin,590,"37.9347459676, -121.271403235"
2023,CA-511,25-34,San Joaquin,1355,"37.9347459676, -121.271403235"
2023,CA-511,35-44,San Joaquin,1235,"37.9347459676, -121.271403235"
2023,CA-511,45-54,San Joaquin,767,"37.9347459676, -121.271403235"
2023,CA-511,55-64,San Joaquin,732,"37.9347459676, -121.271403235"
2023,CA-511,65+,San Joaquin,373,"37.9347459676, -121.271403235"
2023,CA-511,Invalid,San Joaquin,NULL,"37.9347459676, -121.271403235"
2023,CA-511,Under 18,San Joaquin,3845,"37.9347459676, -121.271403235"
2023,CA-511,Unknown,San Joaquin,37,"37.9347459676, -121.271403235"
2023,CA-512,18-24,San Mateo,346,"37.4362097341, -122.355663195"
2023,CA-512,25-34,San Mateo,837,"37.4362097341, -122.355663195"
2023,CA-512,35-44,San Mateo,960,"37.4362097341, -122.355663195"
2023,CA-512,45-54,San Mateo,826,"37.4362097341, -122.355663195"
2023,CA-512,55-64,San Mateo,987,"37.4362097341, -122.355663195"
2023,CA-512,65+,San Mateo,682,"37.4362097341, -122.355663195"
2023,CA-512,Under 18,San Mateo,1203,"37.4362097341, -122.355663195"
2023,CA-512,Unknown,San Mateo,34,"37.4362097341, -122.355663195"
2023,CA-513,18-24,"Kings, Tulare Counties",383,NULL
2023,CA-513,25-34,"Kings, Tulare Counties",763,NULL
2023,CA-513,35-44,"Kings, Tulare Counties",867,NULL
2023,CA-513,45-54,"Kings, Tulare Counties",692,NULL
2023,CA-513,55-64,"Kings, Tulare Counties",521,NULL
2023,CA-513,65+,"Kings, Tulare Counties",204,NULL
2023,CA-513,Under 18,"Kings, Tulare Counties",1410,NULL
2023,CA-514,18-24,"Fresno, Madera Counties",697,NULL
2023,CA-514,25-34,"Fresno, Madera Counties",1875,NULL
2023,CA-514,35-44,"Fresno, Madera Counties",2533,NULL
2023,CA-514,45-54,"Fresno, Madera Counties",2083,NULL
2023,CA-514,55-64,"Fresno, Madera Counties",1727,NULL
2023,CA-514,65+,"Fresno, Madera Counties",613,NULL
2023,CA-514,Invalid,"Fresno, Madera Counties",NULL,NULL
2023,CA-514,Under 18,"Fresno, Madera Counties",1490,NULL
2023,CA-514,Unknown,"Fresno, Madera Counties",97,NULL
2023,CA-515,18-24,Placer,207,"39.0634313879, -120.717645936"
2023,CA-515,25-34,Placer,454,"39.0634313879, -120.717645936"
2023,CA-515,35-44,Placer,539,"39.0634313879, -120.717645936"
2023,CA-515,45-54,Placer,398,"39.0634313879, -120.717645936"
2023,CA-515,55-64,Placer,363,"39.0634313879, -120.717645936"
2023,CA-515,65+,Placer,172,"39.0634313879, -120.717645936"
2023,CA-515,Invalid,Placer,NULL,"39.0634313879, -120.717645936"
2023,CA-515,Under 18,Placer,373,"39.0634313879, -120.717645936"
2023,CA-515,Unknown,Placer,NULL,"39.0634313879, -120.717645936"
2023,CA-516,18-24,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties",145,NULL
2023,CA-516,25-34,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties",357,NULL
2023,CA-516,35-44,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties",435,NULL
2023,CA-516,45-54,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties",302,NULL
2023,CA-516,55-64,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties",346,NULL
2023,CA-516,65+,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties",165,NULL
2023,CA-516,Invalid,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties",NULL,NULL
2023,CA-516,Under 18,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties",563,NULL
2023,CA-516,Unknown,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties",20,NULL
2023,CA-517,18-24,Napa,71,"38.5064964441, -122.330538465"
2023,CA-517,25-34,Napa,162,"38.5064964441, -122.330538465"
2023,CA-517,35-44,Napa,193,"38.5064964441, -122.330538465"
2023,CA-517,45-54,Napa,151,"38.5064964441, -122.330538465"
2023,CA-517,55-64,Napa,156,"38.5064964441, -122.330538465"
2023,CA-517,65+,Napa,57,"38.5064964441, -122.330538465"
2023,CA-517,Invalid,Napa,NULL,"38.5064964441, -122.330538465"
2023,CA-517,Under 18,Napa,252,"38.5064964441, -122.330538465"
2023,CA-518,18-24,Solano,109,"38.2669127871, -121.940024418"
2023,CA-518,25-34,Solano,246,"38.2669127871, -121.940024418"
2023,CA-518,35-44,Solano,263,"38.2669127871, -121.940024418"
2023,CA-518,45-54,Solano,209,"38.2669127871, -121.940024418"
2023,CA-518,55-64,Solano,273,"38.2669127871, -121.940024418"
2023,CA-518,65+,Solano,135,"38.2669127871, -121.940024418"
2023,CA-518,Under 18,Solano,173,"38.2669127871, -121.940024418"
2023,CA-518,Unknown,Solano,NULL,"38.2669127871, -121.940024418"
2023,CA-519,18-24,Butte,320,"39.6669293633, -121.600671735"
2023,CA-519,25-34,Butte,725,"39.6669293633, -121.600671735"
2023,CA-519,35-44,Butte,858,"39.6669293633, -121.600671735"
2023,CA-519,45-54,Butte,593,"39.6669293633, -121.600671735"
2023,CA-519,55-64,Butte,567,"39.6669293633, -121.600671735"
2023,CA-519,65+,Butte,326,"39.6669293633, -121.600671735"
2023,CA-519,Invalid,Butte,NULL,"39.6669293633, -121.600671735"
2023,CA-519,Under 18,Butte,964,"39.6669293633, -121.600671735"
2023,CA-519,Unknown,Butte,28,"39.6669293633, -121.600671735"
2023,CA-520,18-24,Merced,271,"37.191870471, -120.717688"
2023,CA-520,25-34,Merced,567,"37.191870471, -120.717688"
2023,CA-520,35-44,Merced,631,"37.191870471, -120.717688"
2023,CA-520,45-54,Merced,399,"37.191870471, -120.717688"
2023,CA-520,55-64,Merced,348,"37.191870471, -120.717688"
2023,CA-520,65+,Merced,159,"37.191870471, -120.717688"
2023,CA-520,Under 18,Merced,1074,"37.191870471, -120.717688"
2023,CA-520,Unknown,Merced,NULL,"37.191870471, -120.717688"
2023,CA-521,18-24,Yolo,88,"38.6866603948, -121.90161702"
2023,CA-521,25-34,Yolo,209,"38.6866603948, -121.90161702"
2023,CA-521,35-44,Yolo,268,"38.6866603948, -121.90161702"
2023,CA-521,45-54,Yolo,159,"38.6866603948, -121.90161702"
2023,CA-521,55-64,Yolo,159,"38.6866603948, -121.90161702"
2023,CA-521,65+,Yolo,76,"38.6866603948, -121.90161702"
2023,CA-521,Invalid,Yolo,NULL,"38.6866603948, -121.90161702"
2023,CA-521,Under 18,Yolo,583,"38.6866603948, -121.90161702"
2023,CA-521,Unknown,Yolo,NULL,"38.6866603948, -121.90161702"
2023,CA-522,18-24,Humboldt,245,"40.7050090829, -123.915819446"
2023,CA-522,25-34,Humboldt,366,"40.7050090829, -123.915819446"
2023,CA-522,35-44,Humboldt,574,"40.7050090829, -123.915819446"
2023,CA-522,45-54,Humboldt,469,"40.7050090829, -123.915819446"
2023,CA-522,55-64,Humboldt,397,"40.7050090829, -123.915819446"
2023,CA-522,65+,Humboldt,187,"40.7050090829, -123.915819446"
2023,CA-522,Invalid,Humboldt,NULL,"40.7050090829, -123.915819446"
2023,CA-522,Under 18,Humboldt,307,"40.7050090829, -123.915819446"
2023,CA-522,Unknown,Humboldt,20,"40.7050090829, -123.915819446"
2023,CA-523,18-24,"Colusa, Glenn, Trinity Counties",35,NULL
2023,CA-523,25-34,"Colusa, Glenn, Trinity Counties",100,NULL
2023,CA-523,35-44,"Colusa, Glenn, Trinity Counties",83,NULL
2023,CA-523,45-54,"Colusa, Glenn, Trinity Counties",54,NULL
2023,CA-523,55-64,"Colusa, Glenn, Trinity Counties",62,NULL
2023,CA-523,65+,"Colusa, Glenn, Trinity Counties",35,NULL
2023,CA-523,Invalid,"Colusa, Glenn, Trinity Counties",NULL,NULL
2023,CA-523,Under 18,"Colusa, Glenn, Trinity Counties",203,NULL
2023,CA-523,Unknown,"Colusa, Glenn, Trinity Counties",NULL,NULL
2023,CA-524,18-24,"Yuba, Sutter Counties",198,NULL
2023,CA-524,25-34,"Yuba, Sutter Counties",480,NULL
2023,CA-524,35-44,"Yuba, Sutter Counties",511,NULL
2023,CA-524,45-54,"Yuba, Sutter Counties",334,NULL
2023,CA-524,55-64,"Yuba, Sutter Counties",334,NULL
2023,CA-524,65+,"Yuba, Sutter Counties",150,NULL
2023,CA-524,Invalid,"Yuba, Sutter Counties",NULL,NULL
2023,CA-524,Under 18,"Yuba, Sutter Counties",1022,NULL
2023,CA-525,18-24,El Dorado,44,"38.7787375794, -120.524649929"
2023,CA-525,25-34,El Dorado,70,"38.7787375794, -120.524649929"
2023,CA-525,35-44,El Dorado,98,"38.7787375794, -120.524649929"
2023,CA-525,45-54,El Dorado,79,"38.7787375794, -120.524649929"
2023,CA-525,55-64,El Dorado,88,"38.7787375794, -120.524649929"
2023,CA-525,65+,El Dorado,56,"38.7787375794, -120.524649929"
2023,CA-525,Under 18,El Dorado,195,"38.7787375794, -120.524649929"
2023,CA-526,18-24,"Amador, Calaveras, Mariposa, Tuolumne Counties",68,NULL
2023,CA-526,25-34,"Amador, Calaveras, Mariposa, Tuolumne Counties",136,NULL
2023,CA-526,35-44,"Amador, Calaveras, Mariposa, Tuolumne Counties",141,NULL
2023,CA-526,45-54,"Amador, Calaveras, Mariposa, Tuolumne Counties",116,NULL
2023,CA-526,55-64,"Amador, Calaveras, Mariposa, Tuolumne Counties",100,NULL
2023,CA-526,65+,"Amador, Calaveras, Mariposa, Tuolumne Counties",72,NULL
2023,CA-526,Under 18,"Amador, Calaveras, Mariposa, Tuolumne Counties",294,NULL
2023,CA-527,18-24,Tehama,34,"40.1257361849, -122.233884853"
2023,CA-527,25-34,Tehama,87,"40.1257361849, -122.233884853"
2023,CA-527,35-44,Tehama,118,"40.1257361849, -122.233884853"
2023,CA-527,45-54,Tehama,89,"40.1257361849, -122.233884853"
2023,CA-527,55-64,Tehama,73,"40.1257361849, -122.233884853"
2023,CA-527,65+,Tehama,39,"40.1257361849, -122.233884853"
2023,CA-527,Invalid,Tehama,NULL,"40.1257361849, -122.233884853"
2023,CA-527,Under 18,Tehama,198,"40.1257361849, -122.233884853"
2023,CA-527,Unknown,Tehama,58,"40.1257361849, -122.233884853"
2023,CA-529,18-24,Lake,24,"39.0996453445, -122.753183909"
2023,CA-529,25-34,Lake,60,"39.0996453445, -122.753183909"
2023,CA-529,35-44,Lake,78,"39.0996453445, -122.753183909"
2023,CA-529,45-54,Lake,75,"39.0996453445, -122.753183909"
2023,CA-529,55-64,Lake,70,"39.0996453445, -122.753183909"
2023,CA-529,65+,Lake,36,"39.0996453445, -122.753183909"
2023,CA-529,Under 18,Lake,80,"39.0996453445, -122.753183909"
2023,CA-529,Unknown,Lake,17,"39.0996453445, -122.753183909"
2023,CA-530,18-24,"Alpine, Inyo, Mono Counties",NULL,NULL
2023,CA-530,25-34,"Alpine, Inyo, Mono Counties",16,NULL
2023,CA-530,35-44,"Alpine, Inyo, Mono Counties",21,NULL
2023,CA-530,45-54,"Alpine, Inyo, Mono Counties",NULL,NULL
2023,CA-530,55-64,"Alpine, Inyo, Mono Counties",NULL,NULL
2023,CA-530,65+,"Alpine, Inyo, Mono Counties",13,NULL
2023,CA-530,Under 18,"Alpine, Inyo, Mono Counties",68,NULL
2023,CA-531,18-24,Nevada,78,"39.301369579, -120.768752113"
2023,CA-531,25-34,Nevada,227,"39.301369579, -120.768752113"
2023,CA-531,35-44,Nevada,231,"39.301369579, -120.768752113"
2023,CA-531,45-54,Nevada,180,"39.301369579, -120.768752113"
2023,CA-531,55-64,Nevada,180,"39.301369579, -120.768752113"
2023,CA-531,65+,Nevada,116,"39.301369579, -120.768752113"
2023,CA-531,Invalid,Nevada,NULL,"39.301369579, -120.768752113"
2023,CA-531,Under 18,Nevada,180,"39.301369579, -120.768752113"
2023,CA-531,Unknown,Nevada,11,"39.301369579, -120.768752113"
2023,CA-600,18-24,Los Angeles,7429,"34.1979978627, -118.26101385"
2023,CA-600,25-34,Los Angeles,19548,"34.1979978627, -118.26101385"
2023,CA-600,35-44,Los Angeles,19693,"34.1979978627, -118.26101385"
2023,CA-600,45-54,Los Angeles,15362,"34.1979978627, -118.26101385"
2023,CA-600,55-64,Los Angeles,13797,"34.1979978627, -118.26101385"
2023,CA-600,65+,Los Angeles,6407,"34.1979978627, -118.26101385"
2023,CA-600,Invalid,Los Angeles,17,"34.1979978627, -118.26101385"
2023,CA-600,Under 18,Los Angeles,14606,"34.1979978627, -118.26101385"
2023,CA-600,Unknown,Los Angeles,2777,"34.1979978627, -118.26101385"
2023,CA-601,18-24,San Diego,2146,"33.028186394, -116.770204664"
2023,CA-601,25-34,San Diego,4581,"33.028186394, -116.770204664"
2023,CA-601,35-44,San Diego,4694,"33.028186394, -116.770204664"
2023,CA-601,45-54,San Diego,3944,"33.028186394, -116.770204664"
2023,CA-601,55-64,San Diego,3901,"33.028186394, -116.770204664"
2023,CA-601,65+,San Diego,1924,"33.028186394, -116.770204664"
2023,CA-601,Invalid,San Diego,27,"33.028186394, -116.770204664"
2023,CA-601,Under 18,San Diego,5766,"33.028186394, -116.770204664"
2023,CA-601,Unknown,San Diego,239,"33.028186394, -116.770204664"
2023,CA-602,18-24,Orange,1547,"33.6769134328, -117.776142822"
2023,CA-602,25-34,Orange,3480,"33.6769134328, -117.776142822"
2023,CA-602,35-44,Orange,3607,"33.6769134328, -117.776142822"
2023,CA-602,45-54,Orange,3071,"33.6769134328, -117.776142822"
2023,CA-602,55-64,Orange,2805,"33.6769134328, -117.776142822"
2023,CA-602,65+,Orange,1631,"33.6769134328, -117.776142822"
2023,CA-602,Invalid,Orange,NULL,"33.6769134328, -117.776142822"
2023,CA-602,Under 18,Orange,4607,"33.6769134328, -117.776142822"
2023,CA-602,Unknown,Orange,3095,"33.6769134328, -117.776142822"
2023,CA-603,18-24,Santa Barbara,317,"34.5383440862, -120.030786183"
2023,CA-603,25-34,Santa Barbara,680,"34.5383440862, -120.030786183"
2023,CA-603,35-44,Santa Barbara,758,"34.5383440862, -120.030786183"
2023,CA-603,45-54,Santa Barbara,641,"34.5383440862, -120.030786183"
2023,CA-603,55-64,Santa Barbara,672,"34.5383440862, -120.030786183"
2023,CA-603,65+,Santa Barbara,392,"34.5383440862, -120.030786183"
2023,CA-603,Invalid,Santa Barbara,NULL,"34.5383440862, -120.030786183"
2023,CA-603,Under 18,Santa Barbara,908,"34.5383440862, -120.030786183"
2023,CA-603,Unknown,Santa Barbara,72,"34.5383440862, -120.030786183"
2023,CA-604,18-24,Kern,827,"35.3428473738, -118.729900424"
2023,CA-604,25-34,Kern,1547,"35.3428473738, -118.729900424"
2023,CA-604,35-44,Kern,1678,"35.3428473738, -118.729900424"
2023,CA-604,45-54,Kern,1213,"35.3428473738, -118.729900424"
2023,CA-604,55-64,Kern,1047,"35.3428473738, -118.729900424"
2023,CA-604,65+,Kern,382,"35.3428473738, -118.729900424"
2023,CA-604,Under 18,Kern,2062,"35.3428473738, -118.729900424"
2023,CA-604,Unknown,Kern,NULL,"35.3428473738, -118.729900424"
2023,CA-606,18-24,Long Beach (Los Angeles),364,NULL
2023,CA-606,25-34,Long Beach (Los Angeles),1133,NULL
2023,CA-606,35-44,Long Beach (Los Angeles),1313,NULL
2023,CA-606,45-54,Long Beach (Los Angeles),1138,NULL
2023,CA-606,55-64,Long Beach (Los Angeles),1233,NULL
2023,CA-606,65+,Long Beach (Los Angeles),641,NULL
2023,CA-606,Under 18,Long Beach (Los Angeles),444,NULL
2023,CA-606,Unknown,Long Beach (Los Angeles),72,NULL
2023,CA-607,18-24,Pasadena (Los Angeles),125,NULL
2023,CA-607,25-34,Pasadena (Los Angeles),259,NULL
2023,CA-607,35-44,Pasadena (Los Angeles),248,NULL
2023,CA-607,45-54,Pasadena (Los Angeles),237,NULL
2023,CA-607,55-64,Pasadena (Los Angeles),286,NULL
2023,CA-607,65+,Pasadena (Los Angeles),161,NULL
2023,CA-607,Under 18,Pasadena (Los Angeles),225,NULL
2023,CA-607,Unknown,Pasadena (Los Angeles),64,NULL
2023,CA-608,18-24,Riverside,816,"33.7436800499, -115.993845895"
2023,CA-608,25-34,Riverside,2280,"33.7436800499, -115.993845895"
2023,CA-608,35-44,Riverside,2291,"33.7436800499, -115.993845895"
2023,CA-608,45-54,Riverside,1726,"33.7436800499, -115.993845895"
2023,CA-608,55-64,Riverside,1610,"33.7436800499, -115.993845895"
2023,CA-608,65+,Riverside,788,"33.7436800499, -115.993845895"
2023,CA-608,Invalid,Riverside,NULL,"33.7436800499, -115.993845895"
2023,CA-608,Under 18,Riverside,3007,"33.7436800499, -115.993845895"
2023,CA-608,Unknown,Riverside,165,"33.7436800499, -115.993845895"
2023,CA-609,18-24,San Bernardino,767,"34.8414378315, -116.17846142"
2023,CA-609,25-34,San Bernardino,1379,"34.8414378315, -116.17846142"
2023,CA-609,35-44,San Bernardino,1336,"34.8414378315, -116.17846142"
2023,CA-609,45-54,San Bernardino,992,"34.8414378315, -116.17846142"
2023,CA-609,55-64,San Bernardino,953,"34.8414378315, -116.17846142"
2023,CA-609,65+,San Bernardino,469,"34.8414378315, -116.17846142"
2023,CA-609,Under 18,San Bernardino,3034,"34.8414378315, -116.17846142"
2023,CA-609,Unknown,San Bernardino,33,"34.8414378315, -116.17846142"
2023,CA-611,18-24,Ventura,153,"34.3575285169, -119.126027193"
2023,CA-611,25-34,Ventura,363,"34.3575285169, -119.126027193"
2023,CA-611,35-44,Ventura,500,"34.3575285169, -119.126027193"
2023,CA-611,45-54,Ventura,552,"34.3575285169, -119.126027193"
2023,CA-611,55-64,Ventura,653,"34.3575285169, -119.126027193"
2023,CA-611,65+,Ventura,381,"34.3575285169, -119.126027193"
2023,CA-611,Invalid,Ventura,NULL,"34.3575285169, -119.126027193"
2023,CA-611,Under 18,Ventura,302,"34.3575285169, -119.126027193"
2023,CA-611,Unknown,Ventura,11,"34.3575285169, -119.126027193"
2023,CA-612,18-24,Glendale (Los Angeles),53,NULL
2023,CA-612,25-34,Glendale (Los Angeles),126,NULL
2023,CA-612,35-44,Glendale (Los Angeles),125,NULL
2023,CA-612,45-54,Glendale (Los Angeles),133,NULL
2023,CA-612,55-64,Glendale (Los Angeles),185,NULL
2023,CA-612,65+,Glendale (Los Angeles),116,NULL
2023,CA-612,Under 18,Glendale (Los Angeles),151,NULL
2023,CA-613,18-24,Imperial,168,"33.0395904342, -115.365336962"
2023,CA-613,25-34,Imperial,249,"33.0395904342, -115.365336962"
2023,CA-613,35-44,Imperial,181,"33.0395904342, -115.365336962"
2023,CA-613,45-54,Imperial,90,"33.0395904342, -115.365336962"
2023,CA-613,55-64,Imperial,73,"33.0395904342, -115.365336962"
2023,CA-613,65+,Imperial,52,"33.0395904342, -115.365336962"
2023,CA-613,Invalid,Imperial,NULL,"33.0395904342, -115.365336962"
2023,CA-613,Under 18,Imperial,980,"33.0395904342, -115.365336962"
2023,CA-613,Unknown,Imperial,NULL,"33.0395904342, -115.365336962"
2023,CA-614,18-24,San Luis Obispo,187,"35.38741848, -120.452196945"
2023,CA-614,25-34,San Luis Obispo,548,"35.38741848, -120.452196945"
2023,CA-614,35-44,San Luis Obispo,581,"35.38741848, -120.452196945"
2023,CA-614,45-54,San Luis Obispo,458,"35.38741848, -120.452196945"
2023,CA-614,55-64,San Luis Obispo,379,"35.38741848, -120.452196945"
2023,CA-614,65+,San Luis Obispo,224,"35.38741848, -120.452196945"
2023,CA-614,Invalid,San Luis Obispo,NULL,"35.38741848, -120.452196945"
2023,CA-614,Under 18,San Luis Obispo,845,"35.38741848, -120.452196945"
2024,All,18-24,California,19336,NULL
2024,All,25-34,California,42882,NULL
2024,All,35-44,California,46634,NULL
2024,All,45-54,California,36538,NULL
2024,All,55-64,California,34568,NULL
2024,All,65+,California,17299,NULL
2024,All,Invalid,California,14,NULL
2024,All,Under 18,California,54865,NULL
2024,All,Unknown,California,4180,NULL
2024,CA-500,18-24,Santa Clara,985,"37.2324840341, -121.696278854"
2024,CA-500,25-34,Santa Clara,1799,"37.2324840341, -121.696278854"
2024,CA-500,35-44,Santa Clara,1952,"37.2324840341, -121.696278854"
2024,CA-500,45-54,Santa Clara,1498,"37.2324840341, -121.696278854"
2024,CA-500,55-64,Santa Clara,1478,"37.2324840341, -121.696278854"
2024,CA-500,65+,Santa Clara,717,"37.2324840341, -121.696278854"
2024,CA-500,Under 18,Santa Clara,3750,"37.2324840341, -121.696278854"
2024,CA-500,Unknown,Santa Clara,NULL,"37.2324840341, -121.696278854"
